,Age,Gender,State,Category,Brand,Quantity,Price,Discount,Product Rating,high_return_risk
2025-04-11 21:36:09,55,Male,Haryana,Activewear,Raymond,1,827.0,15,3.0,Yes
2025-04-11 21:36:09,58,Male,Nagaland,Activewear,Raymond,6,764.0,25,3.0,Yes
2025-04-11 21:36:09,55,Female,Gujarat,Sleepwear,Raymond,7,985.0,20,1.5,No
2025-04-11 21:36:09,27,Male,West Bengal,Shorts,Puma,2,620.0,10,2.5,No
2025-04-11 21:36:09,66,Female,Odisha,Dresses,Puma,5,948.0,25,3.0,No
2025-04-11 21:36:09,50,Female,Uttar Pradesh,Jeans,Levie's,6,648.0,10,3.5,No
2025-04-11 21:36:09,28,Male,Bihar,Ethnic Wear,Levie's,3,530.0,10,2.5,Yes
2025-04-11 21:36:09,45,Female,Arunachal Pradesh,Shorts,Pantaloons,7,991.0,25,4.5,No
2025-04-11 21:36:09,37,Male,Goa,Jackets,Levie's,7,875.0,15,4.0,Yes
2025-04-11 21:36:09,47,Female,Karnataka,Jackets,Nike,7,811.0,20,4.0,No
2025-04-11 21:36:09,23,Male,Himachal Pradesh,Sweaters,H&M,5,607.0,15,5.0,No
2025-04-11 21:36:09,22,Male,Telangana,T-shirts,Nike,7,944.0,25,5.0,Yes
2025-04-11 21:36:09,32,Female,Goa,Shirts,Zudio,5,830.0,10,1.5,Yes
2025-04-11 21:36:09,64,Male,Sikkim,Activewear,Zudio,2,857.0,10,2.0,Yes
2025-04-11 21:36:09,24,Female,Karnataka,Undergarments,H&M,7,944.0,15,1.5,No
2025-04-11 21:36:09,63,Female,Haryana,Skirts,Adidas,5,586.0,15,3.0,Yes
2025-04-11 21:36:09,57,Female,Bihar,Trousers,Pantaloons,6,533.0,10,3.0,No
2025-04-11 21:36:09,22,Male,Goa,Dresses,Zudio,7,580.0,25,2.5,No
2025-04-11 21:36:09,65,Female,Meghalaya,Jackets,Adidas,2,751.0,10,1.5,No
2025-04-11 21:36:09,59,Female,Haryana,Skirts,Pantaloons,3,729.0,15,4.0,No
2025-04-11 21:36:09,49,Male,Sikkim,Formal Wear,Pantaloons,5,440.0,25,4.0,No
2025-04-11 21:36:09,41,Female,Maharashtra,Jeans,Levie's,1,647.0,30,1.5,Yes
2025-04-11 21:36:09,18,Female,Madhya Pradesh,Jackets,H&M,7,633.0,10,5.0,Yes
2025-04-11 21:36:09,50,Female,Maharashtra,Suits,H&M,4,970.0,15,1.0,No
2025-04-11 21:36:09,47,Male,Madhya Pradesh,Skirts,Pantaloons,3,731.0,15,4.0,No
2025-04-11 21:36:09,52,Female,Assam,Suits,Zudio,7,431.0,15,2.0,Yes
2025-04-11 21:36:09,62,Male,West Bengal,Skirts,Puma,6,850.0,30,2.0,Yes
2025-04-11 21:36:09,58,Female,Bihar,Formal Wear,Zudio,1,622.0,15,4.5,Yes
2025-04-11 21:36:09,62,Female,Maharashtra,Sweaters,Pantaloons,5,899.0,20,1.5,Yes
2025-04-11 21:36:09,19,Female,Maharashtra,Jeans,H&M,3,967.0,25,4.5,No
2025-04-11 21:36:09,69,Female,Goa,Skirts,Raymond,6,813.0,15,4.5,Yes
2025-04-11 21:36:09,47,Female,Andhra Pradesh,Formal Wear,Nike,2,889.0,10,3.0,No
2025-04-11 21:36:09,22,Male,Odisha,Jeans,Adidas,4,746.0,25,1.5,Yes
2025-04-11 21:36:09,53,Male,Tamil Nadu,Sleepwear,Pantaloons,1,662.0,15,1.0,No
2025-04-11 21:36:09,23,Male,Gujarat,Sweaters,Nike,7,960.0,20,2.0,No
2025-04-11 21:36:09,34,Female,Andhra Pradesh,Shorts,Levie's,3,524.0,20,1.5,No
2025-04-11 21:36:09,47,Male,Assam,Sweaters,Pantaloons,4,420.0,30,3.5,Yes
2025-04-11 21:36:09,31,Male,Kerala,Skirts,Raymond,2,838.0,20,2.0,Yes
2025-04-11 21:36:09,38,Male,Gujarat,Activewear,Adidas,2,413.0,30,3.5,No
2025-04-11 21:36:09,61,Female,Nagaland,Suits,Raymond,1,463.0,25,1.5,Yes
2025-04-11 21:36:09,31,Female,Bihar,Undergarments,Raymond,3,974.0,30,5.0,No
2025-04-11 21:36:09,33,Female,Gujarat,Shorts,Adidas,3,498.0,25,2.0,Yes
2025-04-11 21:36:09,52,Female,Haryana,T-shirts,Nike,1,475.0,10,1.0,Yes
2025-04-11 21:36:09,53,Male,Jharkhand,Activewear,Levie's,7,841.0,20,4.0,No
2025-04-11 21:36:09,26,Male,Andhra Pradesh,Skirts,Zudio,1,875.0,30,3.5,Yes
2025-04-11 21:36:09,22,Female,Sikkim,Ethnic Wear,Nike,7,783.0,25,2.0,No
2025-04-11 21:36:09,50,Female,Maharashtra,Shorts,Levie's,3,476.0,20,2.0,Yes
2025-04-11 21:36:09,18,Female,Gujarat,Trousers,Adidas,1,913.0,30,3.5,No
2025-04-11 21:36:09,70,Female,Rajasthan,Skirts,Pantaloons,7,871.0,10,1.0,Yes
2025-04-11 21:36:09,22,Male,Tripura,T-shirts,Pantaloons,2,588.0,30,4.5,Yes
2025-04-11 21:36:09,24,Male,Meghalaya,Skirts,Pantaloons,3,410.0,10,3.5,No
2025-04-11 21:36:09,59,Female,Punjab,Sweaters,Pantaloons,2,409.0,20,1.5,No
2025-04-11 21:36:09,20,Female,Himachal Pradesh,Shirts,Puma,4,802.0,10,1.0,No
2025-04-11 21:36:09,37,Female,Tamil Nadu,Suits,Zudio,7,959.0,30,2.0,Yes
2025-04-11 21:36:09,67,Female,Madhya Pradesh,Shirts,Puma,1,538.0,25,4.5,No
2025-04-11 21:36:09,43,Female,Punjab,Skirts,Zudio,1,602.0,15,1.5,No
2025-04-11 21:36:09,55,Male,West Bengal,Suits,Nike,6,840.0,20,3.5,No
2025-04-11 21:36:09,59,Female,Bihar,Suits,Pantaloons,4,497.0,25,3.5,No
2025-04-11 21:36:09,62,Female,West Bengal,Ethnic Wear,Adidas,5,917.0,30,3.5,Yes
2025-04-11 21:36:09,63,Male,Bihar,Undergarments,Adidas,4,751.0,15,1.0,Yes
2025-04-11 21:36:09,60,Female,Rajasthan,Dresses,H&M,3,914.0,30,3.5,Yes
2025-04-11 21:36:09,39,Female,Karnataka,Shirts,Zudio,2,853.0,15,4.0,No
2025-04-11 21:36:09,21,Female,Gujarat,Formal Wear,Puma,4,669.0,25,1.0,No
2025-04-11 21:36:09,23,Male,Himachal Pradesh,Sweaters,Puma,2,784.0,20,3.0,No
2025-04-11 21:36:09,45,Male,Gujarat,Trousers,Puma,2,659.0,30,4.0,No
2025-04-11 21:36:09,22,Female,Punjab,Activewear,Pantaloons,2,493.0,30,4.0,No
2025-04-11 21:36:09,51,Male,Uttarakhand,Sweaters,Puma,5,411.0,10,5.0,Yes
2025-04-11 21:36:09,37,Female,Nagaland,Shirts,Raymond,7,681.0,15,1.0,Yes
2025-04-11 21:36:09,37,Male,Telangana,Dresses,Raymond,1,669.0,15,3.5,Yes
2025-04-11 21:36:09,36,Male,Uttarakhand,Activewear,Zudio,3,427.0,25,5.0,Yes
2025-04-11 21:36:09,19,Female,Meghalaya,Suits,H&M,1,587.0,25,4.0,Yes
2025-04-11 21:36:09,25,Male,Madhya Pradesh,T-shirts,Pantaloons,4,847.0,15,3.0,Yes
2025-04-11 21:36:09,69,Male,Karnataka,Suits,Adidas,6,678.0,15,2.0,No
2025-04-11 21:36:09,21,Male,Telangana,Shorts,Levie's,6,766.0,10,2.5,Yes
2025-04-11 21:36:09,32,Male,Goa,T-shirts,Pantaloons,6,722.0,15,4.5,No
2025-04-11 21:36:09,33,Female,Himachal Pradesh,Trousers,H&M,1,845.0,30,2.5,Yes
2025-04-11 21:36:09,22,Male,Bihar,Shorts,Puma,4,451.0,20,1.0,No
2025-04-11 21:36:09,68,Male,Uttarakhand,Sweaters,Pantaloons,1,689.0,10,1.0,No
2025-04-11 21:36:09,64,Male,Goa,Activewear,Nike,1,818.0,30,4.0,No
2025-04-11 21:36:09,29,Female,Nagaland,Dresses,Pantaloons,3,601.0,15,3.0,No
2025-04-11 21:36:09,67,Male,Uttar Pradesh,T-shirts,Raymond,1,578.0,20,2.0,No
2025-04-11 21:36:09,34,Male,Arunachal Pradesh,Jackets,Pantaloons,5,876.0,15,3.5,No
2025-04-11 21:36:09,55,Male,West Bengal,Sweaters,Nike,7,778.0,10,1.5,Yes
2025-04-11 21:36:09,49,Female,Bihar,Sleepwear,Nike,6,757.0,30,3.0,No
2025-04-11 21:36:09,45,Female,Odisha,Jeans,Adidas,3,645.0,30,2.0,Yes
2025-04-11 21:36:09,67,Female,Mizoram,Shirts,Adidas,4,688.0,10,3.0,No
2025-04-11 21:36:09,44,Female,Goa,Shorts,Levie's,1,589.0,20,3.0,No
2025-04-11 21:36:09,33,Male,Andhra Pradesh,Trousers,Adidas,3,844.0,25,4.0,No
2025-04-11 21:36:09,22,Female,Manipur,Jackets,Nike,7,800.0,30,1.5,No
2025-04-11 21:36:09,54,Male,Madhya Pradesh,Shirts,H&M,3,416.0,25,5.0,No
2025-04-11 21:36:09,67,Male,Assam,Shorts,H&M,4,695.0,30,2.0,Yes
2025-04-11 21:36:09,38,Male,Arunachal Pradesh,Jeans,Zudio,6,694.0,30,1.5,No
2025-04-11 21:36:09,48,Female,Arunachal Pradesh,Jackets,H&M,2,982.0,20,4.0,No
2025-04-11 21:36:09,58,Female,West Bengal,Sleepwear,Nike,1,412.0,10,4.5,Yes
2025-04-11 21:36:09,19,Female,West Bengal,Sleepwear,Zudio,1,902.0,15,4.0,No
2025-04-11 21:36:09,30,Female,Tripura,Shorts,Raymond,1,495.0,15,1.5,No
2025-04-11 21:36:09,23,Male,Odisha,Jackets,Adidas,7,852.0,25,2.0,Yes
2025-04-11 21:36:09,58,Male,Tamil Nadu,Ethnic Wear,Zudio,5,977.0,30,2.0,Yes
2025-04-11 21:36:09,61,Male,Karnataka,Jeans,Zudio,3,657.0,30,4.0,Yes
2025-04-11 21:36:09,34,Male,Andhra Pradesh,Undergarments,Raymond,7,530.0,25,3.5,Yes
2025-04-11 21:36:09,49,Male,Tamil Nadu,Activewear,Adidas,1,951.0,15,3.5,Yes
2025-04-11 21:36:09,68,Female,Rajasthan,Dresses,Raymond,5,651.0,15,2.5,No
2025-04-11 21:36:09,47,Female,Mizoram,Undergarments,Adidas,4,574.0,25,5.0,No
2025-04-11 21:36:09,20,Male,Arunachal Pradesh,Sweaters,H&M,7,675.0,25,5.0,No
2025-04-11 21:36:09,36,Male,Assam,Undergarments,Nike,1,949.0,10,4.5,No
2025-04-11 21:36:09,44,Female,Meghalaya,Shorts,Nike,3,891.0,30,4.0,No
2025-04-11 21:36:09,33,Male,Maharashtra,Shorts,Levie's,5,649.0,30,2.0,Yes
2025-04-11 21:36:09,65,Male,Tamil Nadu,Undergarments,Pantaloons,3,956.0,25,3.5,No
2025-04-11 21:36:09,47,Male,Assam,Undergarments,H&M,2,950.0,15,5.0,Yes
2025-04-11 21:36:09,44,Female,Tamil Nadu,Trousers,H&M,7,615.0,30,2.0,Yes
2025-04-11 21:36:09,29,Male,Odisha,Undergarments,Puma,6,972.0,30,2.5,No
2025-04-11 21:36:09,49,Female,Maharashtra,Jeans,Raymond,6,894.0,15,4.0,No
2025-04-11 21:36:09,55,Male,Telangana,Jeans,Puma,5,471.0,30,4.0,Yes
2025-04-11 21:36:09,43,Female,Odisha,Skirts,Raymond,7,479.0,25,5.0,Yes
2025-04-11 21:36:09,19,Male,Jharkhand,Ethnic Wear,Pantaloons,5,541.0,10,3.0,No
2025-04-11 21:36:09,33,Female,Kerala,T-shirts,H&M,6,627.0,15,4.5,Yes
2025-04-11 21:36:09,37,Male,Tripura,Sweaters,Puma,1,568.0,15,1.0,Yes
2025-04-11 21:36:09,49,Female,Goa,Shorts,Nike,4,684.0,25,3.5,Yes
2025-04-11 21:36:09,50,Female,Arunachal Pradesh,Trousers,Levie's,1,858.0,10,2.0,No
2025-04-11 21:36:09,23,Female,Tripura,Trousers,H&M,6,506.0,15,4.0,Yes
2025-04-11 21:36:09,62,Male,Nagaland,T-shirts,Adidas,5,820.0,15,4.0,Yes
2025-04-11 21:36:09,51,Male,Meghalaya,Activewear,H&M,2,614.0,15,2.0,Yes
2025-04-11 21:36:09,22,Female,Tripura,Trousers,Zudio,1,793.0,30,2.0,Yes
2025-04-11 21:36:09,64,Male,Odisha,Dresses,Pantaloons,3,544.0,15,3.0,Yes
2025-04-11 21:36:09,51,Male,Himachal Pradesh,Jeans,Nike,7,726.0,30,1.0,Yes
2025-04-11 21:36:09,70,Female,Haryana,Jeans,Nike,1,455.0,30,5.0,No
2025-04-11 21:36:09,23,Male,Haryana,Suits,H&M,5,408.0,20,1.0,Yes
2025-04-11 21:36:09,39,Male,Rajasthan,Jeans,H&M,6,753.0,25,1.0,Yes
2025-04-11 21:36:09,36,Male,Odisha,Jackets,Adidas,4,673.0,25,5.0,No
2025-04-11 21:36:09,30,Female,Arunachal Pradesh,Suits,Raymond,5,521.0,15,2.0,No
2025-04-11 21:36:09,31,Female,Kerala,Sleepwear,Raymond,1,813.0,20,4.5,No
2025-04-11 21:36:09,57,Female,Andhra Pradesh,Trousers,H&M,4,476.0,15,3.0,Yes
2025-04-11 21:36:09,65,Male,Bihar,T-shirts,Levie's,1,580.0,10,1.5,Yes
2025-04-11 21:36:09,62,Male,Tripura,Sleepwear,Adidas,7,468.0,25,5.0,Yes
2025-04-11 21:36:09,23,Male,Odisha,Jackets,Levie's,2,900.0,15,2.0,No
2025-04-11 21:36:09,55,Male,Karnataka,Shorts,H&M,7,409.0,30,1.0,No
2025-04-11 21:36:09,33,Female,Tamil Nadu,Undergarments,Levie's,2,958.0,10,1.5,Yes
2025-04-11 21:36:09,69,Female,Madhya Pradesh,Undergarments,Adidas,5,789.0,25,4.0,Yes
2025-04-11 21:36:09,27,Female,Bihar,Suits,Nike,5,853.0,15,1.5,Yes
2025-04-11 21:36:09,54,Male,Telangana,Shirts,Raymond,4,543.0,25,4.0,No
2025-04-11 21:36:09,64,Female,Goa,Activewear,Zudio,7,512.0,25,2.5,No
2025-04-11 21:36:09,60,Male,Assam,Skirts,Zudio,3,426.0,10,4.5,Yes
2025-04-11 21:36:09,28,Male,Nagaland,Dresses,Raymond,4,710.0,20,5.0,Yes
2025-04-11 21:36:09,29,Female,Haryana,Sleepwear,H&M,5,742.0,20,4.0,Yes
2025-04-11 21:36:09,66,Male,Himachal Pradesh,Shirts,Puma,6,866.0,25,2.5,Yes
2025-04-11 21:36:09,40,Male,Telangana,Ethnic Wear,Levie's,3,571.0,25,1.0,No
2025-04-11 21:36:09,19,Female,Chhattisgarh,Ethnic Wear,Raymond,3,770.0,20,4.0,No
2025-04-11 21:36:09,46,Male,Madhya Pradesh,Jeans,Pantaloons,2,571.0,20,3.0,No
2025-04-11 21:36:09,58,Male,Jharkhand,Sweaters,Nike,4,947.0,20,3.0,Yes
2025-04-11 21:36:09,51,Female,Tamil Nadu,Trousers,Raymond,5,871.0,30,2.0,Yes
2025-04-11 21:36:09,45,Female,Goa,Undergarments,Adidas,3,660.0,15,4.0,Yes
2025-04-11 21:36:09,31,Female,Kerala,Trousers,Nike,6,502.0,30,3.5,No
2025-04-11 21:36:09,32,Male,Punjab,Undergarments,Puma,6,578.0,10,4.0,Yes
2025-04-11 21:36:09,39,Female,Telangana,Shorts,Puma,4,531.0,25,1.0,Yes
2025-04-11 21:36:09,52,Female,Tripura,Activewear,Puma,3,997.0,30,5.0,Yes
2025-04-11 21:36:09,67,Female,Punjab,Undergarments,Puma,5,535.0,20,1.5,No
2025-04-11 21:36:09,60,Male,Manipur,Formal Wear,Levie's,6,784.0,10,4.5,No
2025-04-11 21:36:09,59,Female,Jharkhand,Activewear,Levie's,4,986.0,20,1.0,No
2025-04-11 21:36:09,38,Female,Mizoram,Sweaters,Puma,4,875.0,15,3.5,No
2025-04-11 21:36:09,70,Female,Manipur,Ethnic Wear,Pantaloons,2,782.0,25,2.0,Yes
2025-04-11 21:36:09,51,Female,Arunachal Pradesh,Ethnic Wear,Pantaloons,6,888.0,20,4.0,Yes
2025-04-11 21:36:09,65,Female,Uttarakhand,Dresses,Nike,1,657.0,20,5.0,Yes
2025-04-11 21:36:09,43,Female,Punjab,Shorts,Puma,1,624.0,20,3.5,Yes
2025-04-11 21:36:09,49,Female,Himachal Pradesh,Shirts,Adidas,7,666.0,10,2.5,Yes
2025-04-11 21:36:09,56,Male,Uttarakhand,Shorts,Puma,3,508.0,10,3.5,Yes
2025-04-11 21:36:09,42,Female,Jharkhand,Jeans,Levie's,7,475.0,30,3.0,Yes
2025-04-11 21:36:09,56,Male,Arunachal Pradesh,Shirts,Levie's,3,826.0,30,1.5,Yes
2025-04-11 21:36:09,66,Male,Tamil Nadu,T-shirts,Levie's,6,927.0,20,1.5,Yes
2025-04-11 21:36:09,62,Female,Tamil Nadu,Activewear,Levie's,7,978.0,30,3.5,Yes
2025-04-11 21:36:09,25,Male,Nagaland,Ethnic Wear,Puma,1,885.0,30,1.5,No
2025-04-11 21:36:09,32,Female,Mizoram,Sleepwear,Raymond,3,848.0,20,2.5,No
2025-04-11 21:36:09,32,Female,Uttarakhand,Sweaters,Puma,3,953.0,20,2.5,Yes
2025-04-11 21:36:09,70,Female,Uttarakhand,Skirts,H&M,4,593.0,20,1.5,No
2025-04-11 21:36:09,45,Male,Meghalaya,Skirts,Levie's,7,442.0,20,4.5,No
2025-04-11 21:36:09,47,Male,Telangana,Ethnic Wear,Levie's,4,774.0,25,2.0,Yes
2025-04-11 21:36:09,39,Male,Mizoram,T-shirts,Puma,7,402.0,20,5.0,Yes
2025-04-11 21:36:09,63,Female,Tamil Nadu,Trousers,Levie's,2,414.0,30,4.0,Yes
2025-04-11 21:36:09,62,Female,Sikkim,Shorts,Adidas,4,780.0,15,5.0,Yes
2025-04-11 21:36:09,24,Female,Andhra Pradesh,Formal Wear,Pantaloons,7,996.0,10,3.0,Yes
2025-04-11 21:36:09,41,Female,Bihar,Sweaters,Pantaloons,7,898.0,30,4.5,No
2025-04-11 21:36:09,69,Female,Telangana,Jeans,Levie's,1,692.0,10,2.0,Yes
2025-04-11 21:36:09,40,Female,Uttarakhand,Jackets,Nike,7,445.0,15,3.5,Yes
2025-04-11 21:36:09,40,Female,Sikkim,Dresses,Adidas,7,613.0,20,2.5,No
2025-04-11 21:36:09,45,Male,Tripura,Formal Wear,Adidas,7,517.0,10,2.5,No
2025-04-11 21:36:09,69,Male,Odisha,Skirts,Adidas,1,716.0,25,2.0,No
2025-04-11 21:36:09,26,Male,Odisha,Shorts,Zudio,4,947.0,25,5.0,Yes
2025-04-11 21:36:09,56,Female,Punjab,Suits,Zudio,4,802.0,15,2.5,No
2025-04-11 21:36:09,62,Male,Sikkim,Sleepwear,Pantaloons,4,598.0,15,3.5,No
2025-04-11 21:36:09,41,Female,Sikkim,Activewear,H&M,6,551.0,15,2.0,No
2025-04-11 21:36:09,44,Male,Nagaland,Dresses,Adidas,4,812.0,30,4.5,Yes
2025-04-11 21:36:09,53,Male,Punjab,Shirts,Zudio,6,455.0,25,1.5,Yes
2025-04-11 21:36:09,20,Male,Mizoram,Formal Wear,Levie's,3,483.0,10,5.0,No
2025-04-11 21:36:09,68,Male,Sikkim,Sleepwear,H&M,7,489.0,30,3.0,No
2025-04-11 21:36:09,27,Female,Goa,Trousers,Pantaloons,7,871.0,25,5.0,Yes
2025-04-11 21:36:09,54,Female,Uttarakhand,Dresses,Zudio,7,757.0,30,4.0,Yes
2025-04-11 21:36:09,37,Male,Uttar Pradesh,Ethnic Wear,H&M,2,600.0,20,3.0,No
2025-04-11 21:36:09,52,Male,Uttar Pradesh,Jackets,Zudio,7,741.0,20,3.0,No
2025-04-11 21:36:09,46,Male,Nagaland,Shorts,Zudio,7,576.0,15,4.5,No
2025-04-11 21:36:09,19,Female,Assam,Skirts,Levie's,3,752.0,10,2.0,Yes
2025-04-11 21:36:09,35,Female,Kerala,Ethnic Wear,Nike,6,943.0,30,4.0,Yes
2025-04-11 21:36:09,25,Male,Meghalaya,Jeans,Adidas,4,415.0,30,3.5,No
2025-04-11 21:36:09,22,Male,Madhya Pradesh,Dresses,Zudio,5,584.0,15,4.0,Yes
2025-04-11 21:36:09,70,Female,Punjab,Trousers,Nike,3,429.0,30,3.0,Yes
2025-04-11 21:36:09,29,Male,Odisha,Formal Wear,Nike,2,461.0,25,2.5,Yes
2025-04-11 21:36:09,56,Female,Manipur,Skirts,H&M,3,915.0,30,3.0,Yes
2025-04-11 21:36:09,66,Male,Jharkhand,Jackets,Levie's,5,943.0,10,3.0,No
2025-04-11 21:36:09,69,Male,Arunachal Pradesh,Shirts,Adidas,2,587.0,10,4.0,Yes
2025-04-11 21:36:09,37,Female,Himachal Pradesh,Activewear,Levie's,2,403.0,15,5.0,No
2025-04-11 21:36:09,49,Female,Karnataka,Dresses,Levie's,2,418.0,20,2.0,No
2025-04-11 21:36:09,57,Male,Andhra Pradesh,Undergarments,Zudio,5,602.0,25,1.5,Yes
2025-04-11 21:36:09,26,Male,Jharkhand,Suits,H&M,5,920.0,25,5.0,No
2025-04-11 21:36:09,58,Female,Bihar,Ethnic Wear,Levie's,5,904.0,10,1.5,Yes
2025-04-11 21:36:09,62,Female,Manipur,Activewear,Pantaloons,7,992.0,30,5.0,Yes
2025-04-11 21:36:09,51,Female,Tamil Nadu,Skirts,Raymond,3,792.0,30,5.0,Yes
2025-04-11 21:36:09,70,Female,Gujarat,Sweaters,Pantaloons,2,671.0,30,2.0,Yes
2025-04-11 21:36:09,37,Female,Andhra Pradesh,Jeans,H&M,6,504.0,30,5.0,Yes
2025-04-11 21:36:09,43,Female,Maharashtra,T-shirts,Pantaloons,7,732.0,25,4.0,Yes
2025-04-11 21:36:09,54,Male,Punjab,Suits,Adidas,6,742.0,15,5.0,Yes
2025-04-11 21:36:09,27,Male,Gujarat,Jeans,Puma,2,514.0,10,4.5,Yes
2025-04-11 21:36:09,60,Male,Kerala,Sweaters,H&M,2,844.0,30,2.0,No
2025-04-11 21:36:09,41,Female,Tripura,Activewear,Puma,7,513.0,15,1.0,No
2025-04-11 21:36:09,30,Male,Jharkhand,Activewear,H&M,5,623.0,30,2.5,Yes
2025-04-11 21:36:09,67,Female,Jharkhand,Shorts,Puma,4,489.0,10,1.0,No
2025-04-11 21:36:09,21,Female,Maharashtra,Shirts,Adidas,4,980.0,10,2.5,No
2025-04-11 21:36:09,38,Male,Karnataka,Jeans,Raymond,6,832.0,20,3.0,Yes
2025-04-11 21:36:09,50,Male,Tamil Nadu,Trousers,H&M,5,561.0,25,1.0,Yes
2025-04-11 21:36:09,49,Male,Sikkim,Jeans,H&M,2,960.0,30,1.5,Yes
2025-04-11 21:36:09,27,Female,Goa,Shorts,Levie's,3,922.0,10,2.5,Yes
2025-04-11 21:36:09,23,Female,Goa,Dresses,Nike,5,940.0,15,1.5,Yes
2025-04-11 21:36:09,31,Female,Gujarat,Skirts,Raymond,1,559.0,20,2.0,Yes
2025-04-11 21:36:09,69,Male,Jharkhand,Dresses,Levie's,1,997.0,30,5.0,No
2025-04-11 21:36:09,38,Male,Mizoram,Jackets,Nike,6,509.0,30,1.0,No
2025-04-11 21:36:09,32,Female,Punjab,Suits,Adidas,7,712.0,20,3.0,Yes
2025-04-11 21:36:09,61,Female,Tripura,Trousers,Zudio,2,999.0,10,1.5,Yes
2025-04-11 21:36:09,36,Female,Uttar Pradesh,Jackets,Raymond,1,925.0,20,5.0,Yes
2025-04-11 21:36:09,50,Male,Manipur,Suits,Levie's,6,906.0,20,1.5,Yes
2025-04-11 21:36:09,66,Female,Punjab,Jeans,Adidas,6,808.0,15,2.5,No
2025-04-11 21:36:09,33,Male,Rajasthan,Activewear,Raymond,7,498.0,10,5.0,No
2025-04-11 21:36:09,70,Female,Uttarakhand,Jeans,Raymond,7,768.0,20,2.5,Yes
2025-04-11 21:36:09,65,Female,Haryana,Activewear,H&M,3,957.0,30,5.0,Yes
2025-04-11 21:36:09,34,Female,Himachal Pradesh,Shirts,Nike,7,904.0,20,2.0,No
2025-04-11 21:36:09,24,Female,Uttarakhand,Trousers,Pantaloons,5,585.0,15,3.0,No
2025-04-11 21:36:09,37,Female,Himachal Pradesh,Undergarments,Zudio,6,981.0,20,3.0,Yes
2025-04-11 21:36:09,62,Male,Meghalaya,T-shirts,Nike,3,789.0,20,1.5,No
2025-04-11 21:36:09,46,Male,Chhattisgarh,T-shirts,Zudio,2,477.0,10,2.0,Yes
2025-04-11 21:36:09,56,Female,Gujarat,Shorts,Nike,5,895.0,30,1.0,Yes
2025-04-11 21:36:09,69,Female,Assam,Ethnic Wear,Adidas,7,913.0,10,2.0,Yes
2025-04-11 21:36:09,28,Female,Rajasthan,Undergarments,Puma,7,578.0,30,1.0,No
2025-04-11 21:36:09,45,Male,Odisha,Dresses,Adidas,4,909.0,15,2.0,No
2025-04-11 21:36:09,67,Female,Jharkhand,Sleepwear,Puma,2,948.0,20,5.0,Yes
2025-04-11 21:36:09,69,Male,Manipur,Sweaters,Puma,7,875.0,20,1.5,No
2025-04-11 21:36:09,54,Female,Sikkim,Jackets,Zudio,6,869.0,20,3.0,Yes
2025-04-11 21:36:09,32,Female,Madhya Pradesh,Undergarments,Pantaloons,3,590.0,10,2.0,Yes
2025-04-11 21:36:09,47,Male,Madhya Pradesh,Sweaters,Nike,5,619.0,30,4.0,Yes
2025-04-11 21:36:09,35,Female,Madhya Pradesh,Formal Wear,Puma,5,503.0,20,4.0,No
2025-04-11 21:36:09,29,Male,Manipur,Jackets,Pantaloons,7,643.0,15,3.5,Yes
2025-04-11 21:36:09,62,Female,Rajasthan,Skirts,Puma,3,956.0,30,5.0,Yes
2025-04-11 21:36:09,42,Female,Telangana,Jeans,H&M,4,719.0,15,5.0,Yes
2025-04-11 21:36:09,19,Male,Kerala,Dresses,Nike,1,960.0,30,4.0,Yes
2025-04-11 21:36:09,59,Male,Tripura,Jeans,Adidas,3,785.0,20,3.5,No
2025-04-11 21:36:09,65,Male,Tripura,Trousers,Pantaloons,4,516.0,20,2.5,Yes
2025-04-11 21:36:09,62,Male,Andhra Pradesh,Sleepwear,Pantaloons,6,877.0,10,4.0,Yes
2025-04-11 21:36:09,26,Male,Arunachal Pradesh,Dresses,Adidas,4,719.0,25,3.5,No
2025-04-11 21:36:09,61,Male,Gujarat,Shirts,Nike,4,437.0,15,3.0,No
2025-04-11 21:36:09,43,Male,Rajasthan,Activewear,Levie's,4,635.0,10,4.0,No
2025-04-11 21:36:09,35,Female,West Bengal,Jeans,Puma,4,436.0,25,3.5,No
2025-04-11 21:36:09,36,Female,Manipur,Activewear,Adidas,3,731.0,15,2.0,Yes
2025-04-11 21:36:09,28,Female,Manipur,Skirts,Levie's,5,594.0,20,3.5,No
2025-04-11 21:36:09,47,Male,Karnataka,Skirts,Puma,2,549.0,30,5.0,Yes
2025-04-11 21:36:09,33,Female,Tamil Nadu,Skirts,H&M,1,713.0,25,2.0,Yes
2025-04-11 21:36:09,31,Male,Odisha,Formal Wear,Raymond,3,673.0,10,1.0,Yes
2025-04-11 21:36:09,20,Female,Tripura,Activewear,Levie's,4,999.0,20,3.0,No
2025-04-11 21:36:09,50,Male,Uttarakhand,Sweaters,Zudio,7,947.0,10,4.5,No
2025-04-11 21:36:09,38,Female,Chhattisgarh,Sweaters,Raymond,5,609.0,10,3.5,No
2025-04-11 21:36:09,44,Male,Tamil Nadu,Dresses,Nike,3,801.0,10,4.0,Yes
2025-04-11 21:36:09,42,Female,Tamil Nadu,Shirts,Raymond,4,621.0,30,3.0,No
2025-04-11 21:36:09,37,Female,Arunachal Pradesh,Shorts,Adidas,3,980.0,30,4.5,Yes
2025-04-11 21:36:09,43,Male,Telangana,Jeans,Nike,7,775.0,30,1.5,No
